study,influence,group_id,theta,pre_influence,post_influence,subject_id,task_id,original_condition,group_task
becker2017,1,6_becker2017,4299,3750.0,3000.0,10943_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,836.0,2485.0,10882_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,650.0,1750.0,10929_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,900.0,2000.0,10921_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,2500.0,2500.0,10954_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,1650.0,1650.0,12118_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,1200.0,1600.0,10919_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,1180.0,1400.0,10920_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,1250.0,1300.0,12119_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,1000.0,1575.0,12121_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,1400.0,2000.0,10955_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,1125.0,2050.0,10917_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,3350.0,2999.0,10986_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,4000.0,2350.0,10918_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,6000.0,2000.0,12090_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,2000.0,2100.0,10880_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,1700.0,1750.0,12120_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,2400.0,2400.0,10910_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,2300.0,2300.0,10972_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,2300.0,2377.0,10926_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,1650.0,2300.0,10984_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,2250.0,2300.0,10956_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,960.0,1200.0,10904_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,520.0,1780.0,12073_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,7800.0,2800.0,10963_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,1200.0,2800.0,10998_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,1168.0,1876.0,10959_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,1100.0,1750.0,10975_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,1060.0,2400.0,12122_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,25000.0,1800.0,12123_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,1800.0,2000.0,10870_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,420.0,495.0,10881_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,10500.0,2890.0,10945_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,2050.0,2385.0,10930_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,4500.0,4500.0,10964_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,4299,3500.0,3500.0,10858_6,df_becker2017_4299,Centralized,6_becker2017_df_becker2017_4299
becker2017,1,6_becker2017,268,,,10976_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,80.0,130.0,10920_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,112.0,154.0,12119_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,,244.0,12120_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,150.0,218.0,12123_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,,,10950_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,204.0,212.0,10955_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,73.0,110.0,10917_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,200.0,210.0,10904_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,,183.0,12073_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,65.0,174.0,10930_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,450.0,370.0,10882_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,140.0,145.0,10921_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,500.0,266.0,10880_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,375.0,270.0,10870_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,900.0,237.0,10926_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,150.0,221.0,10918_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,200.0,190.0,12121_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,140.0,170.0,10998_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,220.0,220.0,10972_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,200.0,225.0,12090_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,120.0,89.0,10964_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,45.0,175.0,10986_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,75.0,110.0,10929_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,88.0,90.0,10881_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,120.0,190.0,10858_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,70.0,175.0,10984_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,100.0,175.0,10975_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,150.0,190.0,10919_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,85.0,,12124_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,100.0,289.0,10945_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,110.0,,12165_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,,151.0,10910_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,270.0,190.0,12122_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,150.0,175.0,10954_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,416.0,276.0,10959_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,350.0,325.0,12118_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,220.0,220.0,10956_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,400.0,290.0,10943_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,268,170.0,208.0,10963_6,df_becker2017_268,Centralized,6_becker2017_df_becker2017_268
becker2017,1,6_becker2017,346,450.0,450.0,10858_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,400.0,400.0,10920_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,410.0,520.0,12123_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,400.0,480.0,10943_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,200.0,230.0,12121_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,300.0,600.0,10956_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,,450.0,10910_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,320.0,360.0,10998_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,400.0,400.0,12090_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,180.0,180.0,10919_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,500.0,550.0,10880_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,184.0,439.0,10930_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,147.0,257.0,10959_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,300.0,490.0,10918_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,261.0,480.0,10921_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,500.0,500.0,12118_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,650.0,600.0,10963_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,800.0,650.0,10870_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,360.0,425.0,10945_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,425.0,525.0,10929_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,320.0,375.0,10984_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,620.0,630.0,12073_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,600.0,577.0,10926_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,320.0,482.0,10882_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,250.0,300.0,12119_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,360.0,360.0,12120_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,160.0,200.0,10954_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,300.0,550.0,10881_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,125.0,250.0,10904_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,550.0,525.0,10986_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,182.0,183.0,10964_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,480.0,485.0,10955_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,250.0,410.0,12122_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,500.0,500.0,10975_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,500.0,500.0,10972_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,6_becker2017,346,175.0,325.0,10917_6,df_becker2017_346,Centralized,6_becker2017_df_becker2017_346
becker2017,1,7_becker2017,729,280.0,280.0,10862_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,427.0,537.0,12113_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,117.0,417.0,12111_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,270.0,360.0,10892_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,400.0,450.0,10999_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,580.0,550.0,12112_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,560.0,485.0,10981_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,600.0,550.0,10883_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,180.0,350.0,10876_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,450.0,375.0,10905_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,350.0,400.0,10900_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,750.0,850.0,10856_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,270.0,300.0,10872_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,300.0,350.0,10991_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,500.0,530.0,11000_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,750.0,560.0,10907_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,300.0,350.0,10873_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,400.0,450.0,11011_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,400.0,387.0,10853_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,600.0,575.0,10983_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,800.0,800.0,10967_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,250.0,275.0,12106_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,247.0,365.0,12117_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,250.0,300.0,10866_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,680.0,721.0,11020_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,1500.0,1000.0,12116_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,550.0,550.0,10980_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,365.0,425.0,10968_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,150.0,350.0,10868_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,250.0,260.0,10914_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,200.0,250.0,10859_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,130.0,880.0,12107_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,650.0,380.0,10863_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,305.0,396.0,10871_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,630.0,690.0,10977_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,170.0,170.0,12110_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,700.0,480.0,12109_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,729,250.0,320.0,12115_7,df_becker2017_729,Decentralized,7_becker2017_df_becker2017_729
becker2017,1,7_becker2017,4000,5500.0,2100.0,12107_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,1500.0,1200.0,10853_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,,1400.0,11011_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,1823.0,1423.0,12117_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,2500.0,2800.0,10977_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,1350.0,1369.0,10862_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,1700.0,1700.0,10859_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,1622.0,1987.0,12113_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,1100.0,1100.0,12109_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,,,10907_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,1200.0,1200.0,10883_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,1200.0,1200.0,12116_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,1550.0,2050.0,10871_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,300.0,500.0,12110_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,1300.0,1300.0,10981_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,450.0,1400.0,10876_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,1400.0,1375.0,10866_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,1700.0,1800.0,12112_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,800.0,925.0,10980_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,1100.0,1052.0,11020_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,895.0,1250.0,10892_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,1000.0,750.0,12106_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,600.0,1000.0,10900_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,2200.0,1000.0,10905_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,235.0,265.0,10999_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,1400.0,1347.0,10914_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,700.0,800.0,10991_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,1275.0,1775.0,10856_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,1850.0,1990.0,10967_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,660.0,800.0,12115_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,750.0,1250.0,10983_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,1000.0,985.0,10868_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,3000.0,2400.0,12111_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,1700.0,1500.0,10863_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,1350.0,999.0,10873_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,4000,860.0,1000.0,10872_7,df_becker2017_4000,Decentralized,7_becker2017_df_becker2017_4000
becker2017,1,7_becker2017,259,264.0,170.0,10968_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,150.0,145.0,10983_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,,,12114_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,90.0,145.0,10868_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,250.0,205.0,12109_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,144.0,175.0,10981_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,150.0,150.0,12116_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,40.0,100.0,10859_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,53.0,110.0,12107_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,,,12108_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,175.0,175.0,10900_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,156.0,149.0,10871_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,200.0,180.0,12115_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,176.0,167.0,10892_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,150.0,170.0,12110_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,80.0,100.0,10872_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,280.0,185.0,10977_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,200.0,190.0,12106_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,45.0,127.0,10876_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,250.0,200.0,10991_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,163.0,163.0,10862_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,150.0,150.0,11011_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,250.0,185.0,10883_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,60.0,135.0,10866_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,200.0,147.0,10905_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,40.0,135.0,10907_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,160.0,170.0,10863_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,200.0,200.0,12112_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,283.0,283.0,11020_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,70.0,100.0,10856_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,150.0,127.0,10853_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,70.0,70.0,10999_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,180.0,172.0,10914_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,200.0,200.0,10873_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,200.0,250.0,11000_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,142.0,212.0,12117_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,89.0,99.0,10967_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,700.0,180.0,10980_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,147.0,154.0,12113_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,259,120.0,130.0,12111_7,df_becker2017_259,Decentralized,7_becker2017_df_becker2017_259
becker2017,1,7_becker2017,546,500.0,350.0,10856_7,df_becker2017_546,Decentralized,7_becker2017_df_becker2017_546
becker2017,1,7_becker2017,546,150.0,450.0,10872_7,df_becker2017_546,Decentralized,7_becker2017_df_becker2017_546
becker2017,1,7_becker2017,546,,337.0,12113_7,df_becker2017_546,Decentralized,7_becker2017_df_becker2017_546
